what,kind,bundleId,bundleVersion,description,time
java.runtime.version,sysinfo,,,"1.6.0_18-b07",1266238959436
java.specification.name,sysinfo,,,"Java Platform API Specification",1266238959436
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1266238959436
java.specification.version,sysinfo,,,"1.6",1266238959436
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1266238959436
java.version,sysinfo,,,"1.6.0_18",1266238959436
java.vm.info,sysinfo,,,"mixed mode, sharing",1266238959436
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1266238959436
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1266238959436
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1266238959436
java.vm.specification.version,sysinfo,,,"1.0",1266238959436
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1266238959436
java.vm.version,sysinfo,,,"16.0-b13",1266238959436
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.monitor.ui",1266238959880
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1266238960724
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1266238960761
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1266238961022
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1266238961096
started,bundle,org.eclipse.team.cvs.ui,3.3.201.R35x_v20090826-0905,"org.eclipse.team.cvs.ui",1266238961309
started,bundle,org.rubypeople.rdt.core,1.3.2.1263228621,"org.rubypeople.rdt.core",1266238961560
started,bundle,org.rubypeople.rdt.launching,1.3.0.1262013875,"org.rubypeople.rdt.launching",1266238961645
started,bundle,com.aptana.rdt,1.3.1.1263228620,"com.aptana.rdt",1266238961750
started,bundle,com.aptana.ide.debug.core,2.0.0.1264471652,"com.aptana.ide.debug.core",1266238961860
started,bundle,org.rubypeople.rdt.testunit,1.2.4.1254241359,"org.rubypeople.rdt.testunit",1266238962016
started,bundle,com.aptana.ide.desktop.integration.protocolhandler,2.0.0.1253913567,"com.aptana.ide.desktop.integration.protocolhandler",1266238962280
